code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300638,广和通,通信设备,深圳,77.46,0.2,0.8,27532.1,26171.13,886.96,934.7,0.12,0.504,2.38,16.42,20170413,6407.91,0.8,5.58,15.47,28.23,11.71,36728
002858,力盛赛车,文教休闲,上海,112.89,0.16,0.63,27191.9,17527.09,5828.14,5264.85,0.83,0.517,4.7,12.42,20170324,11122.82,1.76,9.67,32.23,33.33,13.56,29413
300642,透景生命,医疗保健,上海,90.11,0.15,0.6,35282.6,22155.84,9853.07,6551.31,1.09,0.21100000000000002,6.7,11.37,20170421,17194.35,2.87,0.0,0.0,82.18,28.92,12
300640,德艺文创,文教休闲,福建,52.25,0.2,0.8,17303.88,13231.92,1846.25,875.69,0.11,0.556,1.92,15.09,20170417,2962.93,0.37,4.81,39.49,23.7,12.59,36834
300633,开立医疗,医疗保健,深圳,77.13,0.4,4.0,101456.81,79109.56,4121.85,7478.93,0.19,0.322,2.0,12.45,20170406,22939.65,0.57,4.89,21.78,64.99,17.92,71423
300628,亿联网络,通信设备,福建,61.56,0.19,0.75,90742.28,80902.3,1444.17,2480.91,0.33,5.79,14.37,24.81,20170317,69563.43,9.32,39.56,74.59,63.13,46.8,34252
300545,联得装备,专用机械,深圳,228.13,0.18,0.71,70727.71,67348.75,1386.68,22061.99,3.09,0.069,6.58,9.54,20160928,15644.12,2.19,0.0,0.0,30.58,7.33,10095
300299,富春股份,通信设备,福建,32.25,1.79,3.8,270347.69,75470.03,1810.25,80182.36,2.11,0.16399999999999998,3.89,5.44,20120319,28347.25,0.75,115.67,333.22,66.6,36.09,28785
002866,传艺科技,电脑设备,江苏,34.4,0.36,1.44,52496.66,37728.05,12225.88,8954.23,0.62,0.154,3.77,5.63,20170426,19652.64,1.37,0.0,0.0,32.91,18.7,65532
002158,汉钟精机,工程机械,上海,46.62,5.3,5.3,243387.52,183602.25,42572.1,73186.4,1.38,0.314,3.67,3.98,20070817,55307.95,1.04,9.53,6.22,36.12,17.09,19027
000880,潍柴重机,机械基件,山东,228.41,1.35,2.76,313689.5,103387.78,125943.61,58911.36,2.13,0.071,4.73,3.44,19980402,36123.26,1.31,-28.38,-34.24,13.41,1.13,20139
603881,数据港,互联网,上海,122.85,0.53,2.11,151865.11,61709.66,68212.21,36655.62,1.74,0.12,3.86,14.51,20170208,22592.39,1.07,0.0,0.0,42.07,20.93,41904
002860,星帅尔,电气设备,浙江,53.18,0.15,0.76,41323.2,30042.86,8186.68,6480.98,0.85,0.33,5.59,10.96,20170412,18696.39,2.46,0.0,0.0,40.83,26.93,31567
002282,博深工具,轻工机械,河北,388.52,1.88,3.38,102946.56,56167.28,24796.61,30876.9,0.91,0.012,2.39,7.95,20090821,13199.36,0.39,4.36,6.87,32.48,3.41,18571
603906,龙蟠科技,化工原料,江苏,61.07,0.52,2.08,102126.0,54783.91,35761.76,25907.17,1.25,0.431,4.14,6.36,20170410,21375.5,1.03,26.26,55.18,36.4,8.65,47635
603096,新经典,出版业,天津,27.35,0.33,1.33,86386.88,80622.42,567.05,25856.61,1.94,0.34299999999999997,7.11,5.28,20170425,31503.99,2.36,0.0,0.0,44.47,23.21,33884
603920,世运电路,元器件,广东,48.41,0.89,4.02,151385.02,98367.03,44256.93,14171.2,0.35,0.12300000000000001,3.08,7.76,20170426,42448.6,1.06,0.0,0.0,25.78,12.6,78874
002011,盾安环境,工程机械,浙江,64.84,8.39,9.17,1252324.13,615872.13,161038.38,211604.55,2.31,0.042,4.89,2.25,20040705,123318.13,1.34,46.39,30.71,17.4,2.28,58452
603803,瑞斯康达,通信设备,北京,56.26,0.57,4.21,272469.63,226110.3,27243.55,1860.82,0.04,0.141,4.45,7.15,20170420,108473.65,2.58,0.0,0.0,56.57,12.43,52523
603139,康惠制药,中成药,陕西,81.6,0.25,1.0,64216.73,50646.03,5408.14,11689.55,1.17,0.094,7.17,4.28,20170421,31171.68,3.12,0.0,0.0,57.76,15.94,27316
000885,同力水泥,水泥,河南,227.88,4.27,4.96,631265.38,81811.9,329493.88,118885.88,2.4,0.086,4.69,4.18,19990319,43725.4,0.88,-2.94,18.3,25.34,1.36,56741
600854,春兰股份,家用电器,江苏,90.31,5.19,5.19,234106.95,102761.68,35180.6,153354.7,2.95,0.07,3.77,2.25,19940425,-61519.48,-1.18,-18.85,532.18,7.61,24.17,32173
300554,三超新材,矿物制品,江苏,43.35,0.13,0.52,31132.78,19869.5,9722.61,10526.3,2.02,0.7290000000000001,5.73,5.52,20170421,7117.87,1.37,35.83,13.17,48.87,24.33,24216
002836,新宏泽,广告包装,广东,111.55,0.4,1.6,48907.18,27225.76,18192.74,11493.91,0.72,0.068,2.44,12.5,20161229,16657.86,1.04,0.0,0.0,42.38,20.92,13487
603797,联泰环保,环境保护,广东,86.05,0.53,2.13,240982.3,13236.45,519.81,26162.51,1.23,0.065,4.45,5.0,20170413,27277.73,1.28,0.0,0.0,57.71,30.76,49067
300648,星云股份,电器仪表,福建,82.35,0.17,0.68,35896.73,25502.99,6790.08,7565.16,1.12,0.083,4.44,6.18,20170425,8841.1,1.31,0.0,0.0,52.13,14.36,31415
002307,北新路桥,建筑施工,新疆,588.32,5.57,5.57,1580766.75,1041233.0,49742.4,86201.43,1.55,0.008,3.4,5.77,20091111,39443.35,0.71,55.52,7.83,12.49,0.55,82947
002774,快意电梯,运输设备,广东,60.06,0.84,3.35,89784.06,67999.3,13283.05,1699.9,0.05,0.294,1.83,9.65,20170324,13847.5,0.41,4.68,49.25,37.84,12.56,142948
002865,钧达股份,汽车配件,海南,33.92,0.3,1.2,142530.13,79633.0,36548.26,17379.65,1.45,0.465,6.22,2.53,20170425,28791.58,2.4,20.51,20.98,24.72,6.04,55732
300017,网宿科技,电信运营,上海,25.89,15.87,24.06,866265.19,700653.63,76243.81,374662.5,1.56,0.52,3.04,4.42,20091030,244787.72,1.02,51.67,50.41,41.97,28.12,104200
600802,福建水泥,水泥,福建,0.0,3.82,3.82,424146.94,51733.42,248194.05,21390.35,0.56,-0.114,1.82,5.95,19940103,-29975.6,-0.78,69.06,45.04,7.3,-12.25,48286
300157,恒泰艾普,石油开采,北京,87.09,5.75,7.13,574539.13,229049.42,70284.03,244921.05,3.44,0.13,5.27,1.97,20110107,51338.85,0.72,61.01,13.19,28.65,6.28,32365
600550,保变电气,电气设备,河北,154.69,13.73,15.35,965226.5,678017.0,108265.25,314492.31,2.05,0.071,0.27,40.82,20010228,-461575.25,-3.01,1.02,20.38,23.66,2.68,110712
300581,晨曦航空,航空,陕西,153.3,0.11,0.45,36126.96,29118.44,4487.5,3604.6,0.8,0.479,7.09,13.8,20161220,14557.34,3.22,3.33,-0.65,47.49,18.86,20953
002497,雅化集团,化工原料,四川,79.37,8.05,9.6,335017.78,95311.8,66024.05,37847.42,0.39,0.032,2.53,4.07,20101109,82626.86,0.86,36.4,48.73,31.85,8.5,70000
002862,实丰文化,文教休闲,广东,164.39,0.2,0.8,33110.1,21145.71,8186.71,12461.55,1.56,0.09,5.01,8.46,20170411,10311.6,1.29,0.0,0.0,24.34,6.22,37057
300023,宝德股份,专用机械,陕西,69.96,1.31,3.16,641742.81,180898.25,13048.53,58975.38,1.87,0.19899999999999998,3.3,4.21,20091030,13008.21,0.41,103.46,17.25,31.38,9.28,25042
300323,华灿光电,半导体,湖北,33.13,6.75,8.36,819304.19,352570.31,274086.28,216950.27,2.6,0.09699999999999999,4.25,3.02,20120601,51204.56,0.61,110.71,681.13,33.24,15.95,21263
600629,华建集团,建筑施工,上海,50.34,3.48,4.32,418023.44,353586.53,13237.12,18878.18,0.44,0.315,2.46,8.58,19930209,51674.03,1.2,-5.83,74.4,27.9,4.83,14430
600970,中材国际,建筑施工,江苏,27.23,16.83,17.54,2872759.5,2236568.75,190134.2,103192.43,0.59,0.085,3.99,2.33,20050412,379305.97,2.16,-8.53,15.94,14.85,3.85,110524
300577,开润股份,纺织,安徽,55.05,0.17,0.67,78988.61,66310.18,8190.12,33837.8,5.08,0.413,8.47,10.74,20161221,14389.25,2.16,0.0,0.0,28.74,12.47,5107
002843,泰嘉股份,钢加工,湖南,156.69,0.35,1.4,62941.41,38859.48,20608.51,17526.09,1.25,0.08,4.21,11.35,20170120,23405.36,1.67,0.0,0.0,40.34,14.4,17849
600874,创业环保,环境保护,天津,51.17,10.87,14.27,1064089.75,339254.59,41348.6,39911.5,0.28,0.311,3.32,4.78,19950630,247310.91,1.73,1.26,34.08,41.29,22.63,83084
603639,海利尔,农药化肥,山东,27.32,0.3,1.2,194957.5,145469.11,17131.07,73732.53,6.14,0.511,11.79,4.73,20170112,50929.62,4.24,0.0,0.0,34.4,16.63,15281
002859,洁美科技,元器件,浙江,57.76,0.23,1.02,114259.21,47892.78,41872.42,18340.95,1.79,1.35,6.98,11.18,20170407,26277.55,2.57,27.66,54.67,38.58,18.33,44610
601996,丰林集团,林业,广西,53.85,4.69,4.79,220787.8,139733.69,53312.41,71519.0,1.49,0.185,3.78,2.64,20110929,51410.48,1.07,8.03,64.42,21.19,7.1,33078
002855,捷荣技术,塑料,广东,81.26,0.6,2.4,183342.92,132585.06,36814.28,50064.23,2.09,0.09,4.84,4.55,20170321,38809.67,1.62,0.0,0.0,17.0,4.31,52305
002599,盛通股份,广告包装,北京,199.77,0.91,1.6,134858.31,54541.73,67389.0,31614.22,1.97,0.124,4.96,6.66,20110715,19294.9,1.2,18.95,28.47,17.23,3.2,7104
300613,富瀚微,半导体,上海,75.14,0.11,0.44,90863.96,89013.32,1336.0,58456.21,13.15,0.74,19.53,9.46,20170220,22089.15,4.97,0.0,0.0,60.46,32.39,14751
603928,兴业股份,化工原料,江苏,59.17,0.5,2.02,122959.52,96402.86,5514.02,54826.28,2.72,0.09300000000000001,5.26,4.18,20161212,26285.95,1.3,0.0,0.0,21.59,8.24,22194
603040,新坐标,机械基件,浙江,83.75,0.15,0.6,53133.11,35686.21,12933.66,23294.55,3.88,0.252,8.46,10.0,20170209,18983.43,3.16,0.0,0.0,65.23,34.85,7731
300621,维业股份,装修装饰,深圳,66.38,0.34,1.36,161155.69,148236.3,2493.37,9843.62,0.72,0.405,4.41,6.1,20170316,20899.88,1.54,19.34,51.21,13.4,3.45,60663
002054,德美化工,化工原料,广东,330.88,3.15,4.19,300317.91,140500.84,64261.23,13592.67,0.32,0.01,4.31,3.17,20060725,112438.92,2.68,49.9,173.18,15.66,0.68,28427
002807,江阴银行,银行,江苏,53.55,2.09,17.67,10408489.0,0.0,56869.3,71443.8,0.4,0.48,4.95,4.76,20160902,249814.09,1.41,-1.39,-4.49,0.0,31.5,40421
300411,金盾股份,专用机械,浙江,147.79,0.61,1.6,88187.15,64511.4,19585.51,20002.81,1.25,0.267,3.64,10.84,20141231,19785.97,1.24,2.47,-0.59,40.99,12.41,13134
300607,拓斯达,专用机械,广东,84.07,0.18,0.72,88913.92,77152.84,1433.06,42376.06,5.85,0.35,9.09,10.87,20170209,14108.09,1.95,0.0,0.0,39.08,15.51,0
601366,利群股份,百货,山东,42.02,1.76,8.61,705876.56,267935.22,256237.02,43840.25,0.51,0.42100000000000004,3.98,4.44,20170412,131173.48,1.52,-2.79,7.01,19.16,3.52,146229
002823,凯中精密,机械基件,深圳,46.41,0.36,1.44,157703.31,80382.84,30698.91,48204.9,3.35,0.248,7.23,6.36,20161124,37574.6,2.61,0.0,0.0,28.92,10.96,23993
300567,精测电子,电器仪表,湖北,83.32,0.2,0.8,88687.77,80412.46,2233.28,36054.35,4.51,0.272,9.14,9.92,20161122,26019.36,3.25,0.0,0.0,46.98,17.2,8498
300534,陇神戎发,中成药,甘肃,206.72,0.22,0.87,77325.96,25916.85,34703.3,42216.21,4.87,0.08800000000000001,8.21,8.89,20160913,17774.38,2.05,0.0,0.0,30.07,13.23,14393
300563,神宇股份,通信设备,江苏,90.0,0.2,0.8,61480.3,36377.15,21113.1,15894.55,1.99,0.58,5.3,7.64,20161114,16639.77,2.08,18.5,10.82,25.27,11.52,13749
000545,金浦钛业,化工原料,吉林,28.53,9.59,9.87,281757.13,136072.42,124486.06,-6411.75,-0.06,0.054000000000000006,1.95,3.16,19931215,89984.63,0.91,177.31,239.4,24.98,11.45,89299
603165,荣晟环保,造纸,浙江,17.6,0.32,1.27,100535.06,50632.1,42624.55,27343.85,2.16,0.82,6.25,8.47,20170117,34483.15,2.72,0.0,0.0,28.61,19.97,12896
603037,凯众股份,汽车配件,上海,30.05,0.2,0.8,79456.11,67391.42,8286.32,44289.96,5.54,0.434,9.16,5.7,20170120,18320.4,2.29,0.0,0.0,48.49,29.86,8544
300133,华策影视,影视音像,浙江,32.68,11.54,17.47,1088510.5,758603.56,3316.93,284883.38,1.63,0.08199999999999999,3.7,2.91,20101026,193017.13,1.11,-11.67,23.18,28.75,32.37,33489
603955,大千生态,环境保护,江苏,64.95,0.22,0.87,157274.13,118076.47,447.52,30958.35,3.56,0.8009999999999999,10.53,4.94,20170310,27676.27,3.18,13.62,15.55,25.65,11.65,22110
603179,新泉股份,汽车配件,江苏,64.55,0.4,1.59,199872.56,139237.27,40132.15,21180.64,1.33,0.713,4.97,9.26,20170317,24215.32,1.52,89.65,116.24,24.55,6.64,38383
000608,阳光股份,区域地产,广西,0.0,7.5,7.5,980093.69,361404.31,2692.3,51115.2,0.68,-0.624,3.8,2.02,19960919,129681.1,1.73,-1.24,-2420.31,46.91,-73.21,29696
603041,美思德,化工原料,江苏,50.0,0.25,1.0,75271.63,58471.23,14195.37,31204.43,3.12,0.2,6.72,5.19,20170330,22693.49,2.27,0.0,0.0,38.11,21.06,27789
300627,华测导航,通信设备,上海,200.91,0.3,1.19,84794.55,79372.71,1445.18,37333.87,3.13,0.1,5.44,11.46,20170321,13806.67,1.16,0.0,0.0,54.02,9.26,54771
603777,来伊份,其他商业,上海,29.48,0.6,2.4,268573.03,185019.8,49289.8,99090.81,4.13,0.311,8.12,4.52,20161012,68065.78,2.84,0.0,0.0,45.87,7.01,43755
603385,惠达卫浴,家居用品,河北,42.65,0.71,2.84,330430.25,155838.48,107172.45,24274.18,0.85,0.74,9.08,3.47,20170405,137200.56,4.83,2.05,160.03,27.57,9.23,64444
600139,西部资源,铜,四川,780.15,6.62,6.62,607459.31,224287.77,33467.19,37659.3,0.57,0.017,1.53,8.9,19980225,-10964.35,-0.17,-41.15,104.29,26.22,1.34,37392
300337,银邦股份,铝,江苏,81.81,7.08,8.22,260706.8,110329.71,128566.61,57130.86,0.7,0.027000000000000003,1.89,4.64,20120718,12328.08,0.15,19.83,376.14,12.2,5.12,17950
002040,南 京 港,港口,江苏,89.34,2.46,3.72,475478.16,63127.4,223607.55,165035.59,4.43,0.055999999999999994,6.27,3.22,20050325,25562.53,0.69,262.04,258.93,46.72,14.31,39701
002504,弘高创意,装修装饰,北京,27.46,3.88,10.26,536126.25,516301.66,1270.78,18667.13,0.18,0.21899999999999997,1.05,7.65,20101118,79203.61,0.77,4.62,3.18,19.45,7.66,60693
300631,久吾高科,环境保护,江苏,320.11,0.16,0.64,74111.27,59136.23,11667.55,14148.72,2.21,0.05,8.59,6.1,20170323,32119.3,5.01,0.0,0.0,40.27,6.2,29713
603637,镇海股份,建筑施工,浙江,1148.12,0.26,1.02,83998.61,73349.15,6158.62,31578.49,3.09,0.009000000000000001,6.8,6.22,20170208,19507.17,1.91,0.0,0.0,10.63,2.13,12042
603178,圣龙股份,汽车配件,浙江,56.59,0.5,2.0,152049.06,60084.26,55250.7,1732.39,0.09,0.405,2.72,8.41,20170328,21428.82,1.07,12.33,17.81,23.24,6.46,49497
600614,鹏起科技,综合类,上海,229.01,11.8,17.53,792112.31,430449.91,113273.45,255651.91,1.46,0.052000000000000005,2.63,4.55,19920828,25610.82,0.15,35.55,94.76,29.23,3.94,55091
603098,森特股份,装修装饰,北京,44.43,0.63,4.0,245483.63,212496.34,16541.36,46800.65,1.17,0.61,3.98,5.77,20161216,60488.58,1.51,58.19,19.46,25.76,12.2,45828
600939,重庆建工,建筑施工,重庆,91.39,1.82,18.15,6366265.0,5078228.0,129283.01,79229.21,0.44,0.18,2.62,5.67,20170221,148878.86,0.82,-6.25,-62.26,5.86,0.68,104684
300103,达刚路机,工程机械,陕西,203.77,1.48,2.12,99777.06,85535.86,10734.12,31924.4,1.51,0.027000000000000003,4.06,5.46,20100812,28398.72,1.34,18.82,19.88,26.11,10.33,23157
300128,锦富技术,元器件,江苏,229.04,3.25,4.79,351582.94,200520.2,52855.8,130508.92,2.72,0.08,4.1,4.45,20101013,44281.53,0.92,-5.74,77.0,12.92,1.28,15202
002833,弘亚数控,专用机械,广东,50.25,0.33,1.33,82920.07,53797.88,21187.18,27497.52,2.06,1.55,5.3,11.04,20161228,24413.84,1.83,42.12,74.01,40.13,29.04,15648
300635,达安股份,建筑施工,广东,70.39,0.21,0.85,71236.25,70389.42,59.87,26724.53,3.15,0.135,6.58,5.77,20170331,18273.2,2.15,0.0,0.0,29.58,12.98,84800000
002245,澳洋顺昌,仓储物流,江苏,42.7,9.09,9.88,502682.0,274829.56,83900.4,9805.19,0.1,0.20800000000000002,1.95,4.56,20080605,69197.46,0.7,21.56,-14.83,21.33,10.68,85390
300630,普利制药,化学制药,海南,73.42,0.31,1.22,43972.15,17459.27,9017.96,10207.42,0.84,0.5710000000000001,3.35,12.51,20170328,9244.87,0.76,22.28,37.62,76.75,28.14,35778
000582,北部湾港,港口,广西,41.61,2.02,9.54,1226421.5,206971.7,784242.81,274603.63,2.88,0.473,6.64,2.97,19951102,230076.38,2.41,-1.97,14.56,34.35,15.09,36522
603388,元成股份,建筑施工,浙江,362.88,0.25,1.0,109585.75,98421.11,3339.38,35915.82,3.59,0.03,6.81,5.32,20170324,19918.06,1.99,0.0,0.0,25.46,3.55,28948
300585,奥联电子,汽车配件,江苏,60.77,0.2,0.8,57592.63,44000.45,9522.7,20878.97,2.61,0.207,5.45,9.21,20161229,13318.13,1.66,0.0,0.0,41.72,18.8,8475
300027,华谊兄弟,影视音像,浙江,0.0,19.03,27.86,1882097.25,759947.94,83722.75,252718.0,0.91,-0.025,3.21,2.71,20091030,313170.47,1.12,-29.08,-126.06,39.54,-12.58,149067
002302,西部建设,水泥,新疆,0.0,10.32,10.32,1362846.5,1063636.75,230380.05,105424.97,1.02,-0.127,4.02,6.05,20091103,195781.41,1.9,19.34,-265.05,2.63,-5.75,89126
300507,苏奥传感,汽车配件,江苏,47.82,0.17,0.67,98253.61,78540.18,11392.75,35759.0,5.36,0.434,12.23,6.78,20160429,35512.78,5.33,11.33,30.18,29.47,18.66,14201
002164,宁波东力,电气设备,浙江,407.6,4.14,4.46,171883.13,67136.09,70041.06,43837.55,0.98,0.026000000000000002,2.45,4.32,20070823,16257.98,0.36,2.73,3.72,24.36,2.25,44553
300494,盛天网络,互联网,湖北,63.64,0.86,2.4,97497.43,87185.75,5018.6,33687.71,1.4,0.11,3.88,7.18,20151231,30284.88,1.26,99.66,196.14,54.17,26.91,24852
300626,华瑞股份,电气设备,浙江,85.68,0.25,1.0,79888.31,47178.48,23902.28,8107.97,0.81,0.395,3.65,9.27,20170320,11470.96,1.15,1.68,75.11,20.82,5.75,49456
300622,博士眼镜,其他商业,深圳,85.15,0.21,0.86,29869.85,23288.67,4237.21,9865.71,1.15,0.44,3.81,9.83,20170315,6525.46,0.76,10.72,7.06,75.74,9.08,40152
002847,盐津铺子,食品,湖南,62.26,0.31,1.24,79389.5,44612.96,28334.05,28964.47,2.34,0.22,4.67,10.9,20170208,14985.79,1.21,0.0,0.0,49.09,12.29,18259
600250,南纺股份,商贸代理,江苏,0.0,2.59,2.59,160991.63,73364.09,7655.07,19247.6,0.74,-0.198,1.07,11.33,20010306,-25849.92,-1.0,-14.15,-6.62,4.31,-7.46,14527
300520,科大国创,软件服务,安徽,0.0,0.23,0.96,103864.28,91923.3,3817.08,42887.6,4.46,-0.078,5.49,10.23,20160708,16846.55,1.75,58.72,-476.4,37.56,-6.69,17129
002544,杰赛科技,软件服务,广东,218.85,5.11,5.16,375224.84,307015.13,49214.73,21579.09,0.42,0.027000000000000003,2.59,9.06,20110128,53102.23,1.03,31.1,9.15,19.41,2.22,21747
600477,杭萧钢构,钢加工,浙江,32.01,9.55,10.57,627514.38,511591.91,72266.88,28428.47,0.27,0.43,2.05,6.62,20031110,68919.93,0.65,14.58,272.38,29.12,10.34,49723
300445,康斯特,电器仪表,北京,159.64,0.41,1.66,47204.34,34513.69,10369.48,6038.1,0.36,0.037000000000000005,2.53,9.3,20150424,19861.95,1.2,21.49,27.94,72.22,17.31,10878
300316,晶盛机电,专用机械,浙江,52.27,9.2,9.85,432677.56,317320.75,60021.82,155810.88,1.58,0.062,3.4,3.8,20120511,72976.25,0.74,106.17,136.57,35.71,16.47,20258
002643,万润股份,化工原料,山东,41.2,3.1,3.64,429989.69,193652.0,114710.95,261107.72,7.18,0.92,10.59,3.41,20111220,70845.36,1.95,13.26,23.58,40.83,17.25,31815
601212,白银有色,铜,甘肃,758.97,6.98,69.73,4913291.5,2789886.75,535547.0,368660.09,0.53,0.003,1.69,6.05,20170215,281884.63,0.4,0.0,0.0,8.01,0.42,293740
002281,光迅科技,通信设备,湖北,45.92,6.17,6.29,481699.19,396634.47,69497.47,148766.8,2.37,0.45299999999999996,4.51,4.62,20090821,104330.93,1.66,29.79,17.15,21.9,7.02,12851
600062,华润双鹤,化学制药,北京,24.16,5.72,7.24,824155.0,430579.31,226933.47,65991.21,0.91,0.986,9.23,2.58,19970522,493922.69,6.82,6.94,8.04,53.11,13.0,22182
002861,瀛通通讯,通信设备,湖北,90.09,0.31,1.23,69431.56,42916.46,17914.68,3235.7,0.26,0.17,6.28,7.18,20170413,42175.6,3.44,0.0,0.0,32.5,11.01,56325
300558,贝达药业,化学制药,浙江,66.15,0.41,4.01,216730.3,130369.27,38869.15,62699.95,1.56,1.01,4.8,12.68,20161107,76865.88,1.92,13.16,6.81,96.83,35.63,26591
