code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300554,三超新材,矿物制品,江苏,51.34,0.13,0.52,29513.18,17912.46,9793.76,10526.3,2.02,0.23,5.84,5.95,20170421,7538.33,1.45,0.0,0.0,47.76,22.3,24216
002836,新宏泽,广告包装,广东,122.71,0.4,1.6,48907.18,27225.76,18192.74,11493.91,0.72,0.068,2.44,13.75,20161229,16657.86,1.04,0.0,0.0,42.38,20.92,13487
603798,康普顿,石油加工,山东,29.09,0.43,1.0,102545.18,64686.11,7685.02,36247.93,3.62,0.474,8.22,6.71,20160406,31690.14,3.17,39.3,55.01,35.13,16.73,12177
002735,王子新材,塑料,深圳,97.94,0.23,0.8,63206.03,51645.57,8154.68,19705.18,2.46,0.102,6.21,6.43,20141203,20979.07,2.62,27.69,74.65,23.82,6.88,14254
603803,瑞斯康达,通信设备,北京,61.89,0.57,4.21,272469.63,226110.3,27243.55,1860.82,0.04,0.141,4.45,7.86,20170420,108473.65,2.58,0.0,0.0,56.57,12.43,52523
603139,康惠制药,中成药,陕西,89.75,0.25,1.0,64216.73,50646.03,5408.14,11689.55,1.17,0.094,7.17,4.71,20170421,31171.68,3.12,0.0,0.0,57.76,15.94,27316
000736,中房地产,全国地产,重庆,58.64,2.97,2.97,1534926.5,1512726.38,4393.49,25407.03,0.85,0.317,5.19,4.77,19970425,94760.96,3.19,365.62,346.31,22.43,5.33,10879
300638,广和通,通信设备,深圳,85.2,0.2,0.8,27532.1,26171.13,886.96,934.7,0.12,0.504,2.38,18.06,20170413,6407.91,0.8,5.58,15.47,28.23,11.71,36728
603096,新经典,出版业,天津,30.09,0.33,1.33,86386.88,80622.42,567.05,25856.61,1.94,0.34299999999999997,7.11,5.81,20170425,31503.99,2.36,0.0,0.0,44.47,23.21,33884
300648,星云股份,电器仪表,福建,90.58,0.17,0.68,35896.73,25502.99,6790.08,7565.16,1.12,0.083,4.44,6.8,20170425,8841.1,1.31,0.0,0.0,52.13,14.36,31415
600095,哈高科,区域地产,黑龙江,232.82,3.61,3.61,111935.26,75619.18,17174.88,26740.84,0.74,0.043,2.01,4.92,19970708,5528.37,0.15,-3.92,5.49,38.46,6.05,30544
300640,德艺文创,文教休闲,福建,57.46,0.2,0.8,17303.88,13231.92,1846.25,875.69,0.11,0.556,1.92,16.59,20170417,2962.93,0.37,4.81,39.49,23.7,12.59,36834
002866,传艺科技,电脑设备,江苏,37.84,0.36,1.44,52496.66,37728.05,12225.88,8954.23,0.62,0.154,3.77,6.19,20170426,19652.64,1.37,0.0,0.0,32.91,18.7,65532
300645,正元智慧,软件服务,浙江,0.0,0.17,0.67,51282.05,42617.01,697.92,13548.47,2.03,-0.09,6.77,4.23,20170421,13727.62,2.06,0.0,0.0,40.78,-8.99,30724
002016,世荣兆业,区域地产,广东,70.54,6.46,8.09,743969.94,675195.25,12999.3,5156.31,0.06,0.115,2.21,4.88,20040708,81839.81,1.01,29.73,109.01,35.23,8.18,22822
002158,汉钟精机,工程机械,上海,51.27,5.3,5.3,243387.52,183602.25,42572.1,73186.4,1.38,0.314,3.67,4.38,20070817,55307.95,1.04,9.53,6.22,36.12,17.09,19027
002801,微光股份,电气设备,浙江,61.69,0.29,1.18,86920.21,71813.56,11327.08,27533.98,2.34,0.192,6.54,7.25,20160622,39015.6,3.31,31.26,18.86,29.5,20.6,15932
002624,完美世界,影视音像,浙江,34.74,3.13,13.15,1629749.25,1120835.38,52592.48,416214.5,3.17,0.96,5.49,5.62,20111028,161209.88,1.23,25.87,767.54,60.96,18.94,14208
002608,江苏国信,火力发电,江苏,37.53,5.37,32.53,4324326.0,633765.75,2308532.5,1310714.0,4.03,0.331,4.76,2.61,20110810,-487861.81,-1.5,8.45,142.93,25.31,6.68,24723
300075,数字政通,软件服务,北京,235.74,2.69,3.95,231129.77,141589.2,5887.41,53875.15,1.36,0.027999999999999997,3.56,7.44,20100427,51295.03,1.3,66.85,32.46,44.39,9.88,39349
300029,天龙光电,专用机械,江苏,0.0,1.93,2.0,60923.01,42035.53,13685.12,83449.61,4.17,-0.086,0.86,13.17,20091225,-88848.74,-4.44,-61.83,-1.67,22.72,-103.64,15626
002706,良信电器,电气设备,上海,53.92,3.63,5.18,191189.94,131029.7,23985.5,83998.96,1.62,0.06,3.06,4.21,20140121,43034.81,0.83,20.3,29.01,38.04,10.82,11664
300157,恒泰艾普,石油开采,北京,0.0,5.75,7.13,599883.06,256870.45,68982.43,244902.88,3.44,-0.008,5.26,2.11,20110107,50767.7,0.71,278.03,47.67,9.64,-0.96,31091
002282,博深工具,轻工机械,河北,415.66,1.88,3.38,102946.56,56167.28,24796.61,30876.9,0.91,0.012,2.39,8.51,20090821,13199.36,0.39,4.36,6.87,32.48,3.41,18571
300174,元力股份,化工原料,福建,148.94,0.73,1.36,113049.1,36098.78,32045.03,25287.8,1.86,0.094,4.15,13.54,20110201,15138.2,1.11,31.41,54.88,31.7,6.94,3763
000932,华菱钢铁,普钢,湖南,0.0,30.15,30.16,7121553.5,2396080.75,4128521.25,702718.88,2.33,-0.364,2.05,2.13,19990803,-471311.91,-1.56,7.77,0.02,6.57,-3.18,105227
300477,合纵科技,电气设备,北京,0.0,1.21,2.8,195576.23,129648.92,26299.9,16785.63,0.6,-0.045,3.1,5.24,20150610,38410.73,1.37,13.0,7.03,28.6,-7.16,17185
300632,光莆股份,半导体,福建,79.91,0.29,1.16,65740.93,42352.46,19766.7,18909.76,1.63,0.13,5.45,5.78,20170406,15761.82,1.36,0.0,0.0,31.54,13.15,53145
000017,深中华A,文教休闲,深圳,2045.72,3.03,5.51,5408.81,4630.21,372.89,62783.43,1.14,0.005,0.03,370.67,19920331,-119748.67,-2.17,-16.97,1981.69,11.08,1.83,57890
002530,丰东股份,专用机械,江苏,149.54,1.71,4.91,411060.47,205583.11,24372.65,295444.22,6.02,0.061,7.6,4.82,20101231,25821.25,0.53,63.61,1115.82,49.48,20.15,8297
300117,嘉寓股份,装修装饰,北京,152.96,7.16,7.17,455260.69,373519.13,45266.07,14981.13,0.21,0.015,1.99,4.67,20100902,50636.78,0.71,-5.75,2.87,19.44,3.2,13330
002753,永东股份,化工原料,山西,56.06,0.57,1.48,100560.53,58343.53,36032.87,34013.06,2.3,0.33399999999999996,6.0,4.16,20150519,35856.31,2.42,17.32,16.37,23.89,6.64,11782
002555,三七互娱,互联网,安徽,27.21,6.23,20.85,702901.94,312779.0,26142.17,93460.67,0.45,0.20800000000000002,2.38,9.5,20110302,184660.06,0.89,36.28,104.99,66.89,26.75,44088
000952,广济药业,化学制药,湖北,32.21,2.52,2.52,163388.09,41625.65,89140.45,6079.37,0.24,0.564,2.6,6.99,19991112,26570.93,1.06,27.55,577.96,52.19,19.85,32642
300031,宝通科技,互联网,江苏,55.57,2.27,3.97,287582.97,110837.47,28557.34,122477.8,3.09,0.092,5.46,3.75,20091225,48266.53,1.22,70.49,75.97,47.84,9.87,12913
002259,升达林业,家居用品,四川,91.38,6.15,7.52,369663.47,255042.22,86674.34,71885.8,0.96,0.1,2.21,3.92,20080716,16208.98,0.22,136.78,421.02,17.97,4.59,28658
000892,欢瑞世纪,影视音像,重庆,40.19,3.56,9.81,328481.69,321177.81,3860.48,113072.92,1.15,0.62,3.35,3.24,19990115,55573.05,0.57,55.69,54.74,61.87,35.89,28862
002681,奋达科技,家用电器,深圳,94.39,5.98,12.47,407928.97,177011.66,64298.2,60782.36,0.49,0.036000000000000004,2.32,5.87,20120605,103826.96,0.83,14.22,-16.14,27.3,12.65,48710
300180,华峰超纤,化纤,上海,117.74,3.8,4.75,406240.13,126754.38,196606.09,148253.75,3.12,0.055999999999999994,5.6,4.7,20110222,62174.45,1.31,57.91,73.42,22.72,6.11,7617
300332,天壕环境,环境保护,北京,85.85,6.34,9.02,533216.19,100281.2,175578.06,103347.56,1.15,0.09699999999999999,3.0,3.69,20120628,51017.34,0.57,87.77,-5.98,20.59,9.09,26833
300061,康耐特,医疗保健,上海,47.13,1.45,5.25,384342.69,128787.82,29584.53,245987.63,4.68,0.10300000000000001,6.26,3.11,20100319,29275.48,0.56,124.43,504.42,49.42,13.97,7600
300491,通合科技,电气设备,河北,0.0,0.51,1.46,54961.53,35164.15,17418.67,24555.86,1.68,-0.012,2.85,11.63,20151231,11447.07,0.78,-12.67,-127.95,39.09,-5.74,15476
000720,新能泰山,火力发电,山东,0.0,8.63,8.63,535460.69,99973.18,356548.03,29644.13,0.34,-0.077,1.02,5.12,19970509,-42894.75,-0.5,-24.52,-182.63,12.5,-2.68,97794
000605,渤海股份,水务,北京,216.4,1.23,2.52,346469.44,71213.31,109560.4,49125.07,1.95,0.22,5.37,6.81,19960913,31637.39,1.26,4.93,-6.2,22.91,5.33,20785
002111,威海广泰,航空,山东,48.48,2.64,3.82,412688.19,244152.05,77897.07,147342.52,3.86,0.107,7.05,2.95,20070126,73688.78,1.93,8.14,-0.01,34.53,12.32,32109
002581,未名医药,生物制药,山东,43.45,2.84,6.6,249081.63,136243.36,41733.73,135471.23,2.05,0.409,3.52,6.73,20110520,67995.11,1.03,73.68,84.8,76.42,30.84,23110
300219,鸿利智汇,元器件,广东,25.28,5.36,6.71,355294.81,183693.91,86226.31,62266.8,0.93,0.11900000000000001,2.84,4.23,20110518,57267.01,0.85,57.14,22.77,20.15,11.52,32464
002146,荣盛发展,全国地产,河北,27.89,38.89,43.48,15673043.0,14924294.0,173186.69,463339.16,1.07,0.105,5.55,2.12,20070808,1190595.5,2.74,26.25,38.01,31.28,8.96,59453
002696,百洋股份,渔业,广西,0.0,1.04,1.76,185140.22,87228.59,70998.81,46820.73,2.66,-0.005,5.81,3.49,20120905,35381.6,2.01,20.24,-223.44,9.46,-0.22,11837
000995,*ST皇台,白酒,甘肃,0.0,1.77,1.77,51074.09,31620.03,8611.78,25793.53,1.45,-0.61,0.09,146.01,20000807,-42599.2,-2.4,157.71,-7618.73,17.67,-72.86,10249
000016,深康佳Ａ,家用电器,深圳,115.78,15.97,24.08,1724312.0,1340762.25,157397.88,7972.3,0.03,0.04,1.2,3.82,19920327,-42716.31,-0.18,10.35,107.61,13.7,0.47,124760
000710,*ST天仪,汽车配件,四川,0.0,1.51,1.51,49346.8,18417.2,15061.62,4631.55,0.31,-0.026000000000000002,0.73,87.72,19970422,-10152.78,-0.67,11.79,-354.35,6.08,-6.78,13476
002379,*ST鲁丰,铝,山东,547.36,6.76,9.26,188644.63,125590.75,18742.65,56846.86,0.61,0.008,1.3,4.55,20100331,-30544.38,-0.33,-43.63,2.63,1.81,1.12,55556
002796,世嘉科技,专用机械,江苏,175.41,0.2,0.8,63353.13,45053.98,10051.07,26651.01,3.33,0.061,6.14,6.96,20160510,12020.0,1.5,18.51,-26.7,14.69,4.43,17367
000957,中通客车,汽车整车,山东,12.68,4.77,5.93,1172195.38,1013227.5,111475.86,47691.84,0.8,0.768,4.14,3.14,20000113,122796.92,2.07,48.65,141.5,21.0,7.81,65022
000554,泰山石油,石油贸易,山东,9846.89,3.63,4.81,110345.97,14928.17,45971.89,18721.27,0.39,0.0,1.9,6.4,19931215,13553.45,0.28,5.02,43.26,8.14,0.02,46060
000633,*ST合金,综合类,辽宁,149.77,3.85,3.85,96566.97,77994.99,10468.32,4787.01,0.12,0.069,0.47,21.72,19961112,-31594.3,-0.82,16.05,162.54,18.21,50.78,24311
002447,壹桥股份,渔业,辽宁,48.9,5.8,9.52,331080.06,75713.9,150283.36,47285.85,0.5,0.138,2.6,3.45,20100713,95556.31,1.0,42.59,115.58,46.59,44.86,53241
300216,千山药机,医疗保健,湖南,101.11,2.67,3.61,430541.19,232943.77,49638.48,21622.02,0.6,0.062,3.34,7.55,20110511,55938.92,1.55,20.91,21.0,51.36,9.34,17694
002655,共达电声,元器件,山东,511.36,3.6,3.6,121126.02,53569.4,39265.46,6423.6,0.18,0.006,1.79,6.3,20120217,19383.65,0.54,3.48,-18.2,26.81,1.21,34692
000778,新兴铸管,钢加工,河北,63.73,36.43,39.91,4927183.5,2342008.75,1441576.63,726847.06,1.82,0.12,4.77,1.47,19970606,530840.06,1.33,4.26,-26.58,5.51,0.84,180158
002034,美 欣 达,纺织,浙江,452.78,0.61,1.08,109393.55,70484.1,21462.56,60316.71,5.58,0.028999999999999998,7.77,6.81,20040826,8216.7,0.76,-4.43,4439.75,16.62,1.98,5810
000520,长航凤凰,水运,湖北,398.19,10.12,10.12,51106.98,41499.05,7863.15,195956.11,1.94,0.004,0.27,24.82,19931025,-295255.72,-2.92,20.33,64.85,13.76,2.33,124000
002640,跨境通,服饰,山西,60.75,7.43,14.32,710828.31,556674.06,12267.94,215228.3,1.5,0.29,2.94,5.68,20111208,71623.03,0.5,115.53,133.85,48.34,4.61,24044
300337,银邦股份,铝,江苏,85.45,7.08,8.22,260706.8,110329.71,128566.61,57130.86,0.7,0.027000000000000003,1.89,4.84,20120718,12328.08,0.15,19.83,376.14,12.2,5.12,17950
000958,东方能源,火力发电,河北,33.05,3.33,5.51,530161.63,99823.88,377167.03,180145.72,3.27,0.513,4.71,3.6,19991223,16723.36,0.3,-7.01,-36.52,22.02,11.87,41437
000782,美达股份,化纤,广东,38.95,3.21,5.28,261623.3,148428.2,93099.22,63823.15,1.21,0.061,2.28,4.15,19970619,-2296.65,-0.04,60.66,295.77,14.88,3.66,53586
300236,上海新阳,染料涂料,上海,79.07,1.78,1.94,146401.55,82889.28,18838.75,79242.21,4.09,0.09300000000000001,6.51,4.52,20110629,24237.17,1.25,29.7,11.48,39.65,16.29,14816
002839,张家港行,银行,江苏,49.81,1.81,18.08,8756601.0,0.0,0.0,0.0,0.0,0.285,4.59,4.13,20170124,0.0,0.0,-2.14,-4.09,0.0,29.35,298143
002639,雪人股份,专用机械,福建,359.38,3.75,6.74,313300.19,121070.38,79421.61,133287.56,1.98,0.02,3.36,3.18,20111205,20406.61,0.3,45.75,63.19,22.9,2.12,49614
300391,康跃科技,机械基件,山东,375.28,0.62,1.67,76058.77,40430.84,27078.97,6815.7,0.41,0.013000000000000001,2.18,8.78,20140801,11194.53,0.67,9.88,61.6,34.12,3.13,11510
002286,保龄宝,食品,山东,88.32,2.34,3.69,191100.72,61420.73,95781.43,79984.93,2.17,0.109,4.05,3.16,20090828,29104.59,0.79,8.16,9.75,15.72,4.04,19904
002215,诺 普 信,农药化肥,深圳,0.0,6.95,9.14,314842.75,170004.38,23732.85,29675.8,0.32,-0.302,1.77,5.28,20080218,30879.11,0.34,-11.17,-219.66,36.84,-14.07,41275
000929,兰州黄河,啤酒,甘肃,38.65,1.86,1.86,153394.41,116672.22,27022.22,19266.24,1.04,0.095,4.02,3.65,19990623,34428.73,1.85,-3.89,170.66,27.71,10.28,16033
300143,星河生物,种植业,广东,34.7,1.06,2.88,245024.91,128882.55,1046.45,227247.02,7.88,0.177,8.07,3.05,20101209,-24376.31,-0.85,-52.04,527.58,75.69,131.53,6888
000662,天夏智慧,软件服务,广西,42.59,2.88,8.41,566445.06,128230.55,21536.57,382785.72,4.55,0.10099999999999999,6.06,2.85,19961216,35843.23,0.43,102.0,13661.49,51.78,51.1,19696
002135,东南网架,建筑施工,浙江,46.97,6.71,8.55,851338.13,633066.13,142288.16,91545.22,1.07,0.038,2.88,2.48,20070530,60357.46,0.71,40.9,69.76,10.06,2.12,43890
002094,青岛金王,日用化工,山东,59.9,3.22,3.77,288325.31,164172.06,16961.46,75221.5,1.99,0.33,4.43,5.49,20061215,47633.23,1.26,65.13,41.55,19.15,7.01,14978
300210,森远股份,专用机械,辽宁,50.53,1.96,2.69,223962.72,118877.07,27483.71,40873.65,1.52,0.081,4.71,3.46,20110426,54623.68,2.03,44.25,-5.05,45.28,17.56,8406
300346,南大光电,元器件,江苏,437.33,1.28,1.61,127787.0,88991.56,18467.84,66062.65,4.11,0.016,7.41,3.68,20120807,32740.55,2.04,4.45,283.67,45.9,10.43,10140
000045,深纺织Ａ,纺织,深圳,0.0,4.57,5.07,411958.63,298810.09,72368.53,183720.52,3.63,-0.172,4.62,2.33,19940815,-8127.57,-0.16,-2.33,-1127.05,5.85,-7.28,46078
000514,渝 开 发,区域地产,重庆,109.06,8.44,8.44,664266.5,515076.81,1443.2,118617.51,1.41,0.019,3.5,2.4,19930712,75261.9,0.89,10.45,441.62,32.32,9.84,86423
300244,迪安诊断,医疗保健,浙江,72.35,3.31,5.51,577120.94,240976.09,53155.76,86007.34,1.56,0.102,3.66,8.04,20110719,73510.24,1.33,64.31,41.14,31.96,5.36,27402
002030,达安基因,生物制药,广东,140.52,6.94,7.25,413965.94,306272.91,32359.3,61262.56,0.85,0.147,2.22,9.31,20040809,17468.25,0.24,9.38,5.38,43.43,6.62,99000
000011,深物业A,区域地产,深圳,28.97,1.76,5.96,665435.63,562803.0,7393.2,11995.15,0.2,0.595,4.04,4.27,19920330,144163.2,2.42,91.12,126.28,57.63,17.23,45078
002484,江海股份,元器件,江苏,67.6,4.9,6.27,347051.72,257351.02,60575.03,156767.56,2.5,0.047,4.79,2.63,20100929,67436.78,1.08,35.07,41.24,23.33,8.71,16653
300013,新宁物流,仓储物流,江苏,81.14,2.31,2.98,202424.02,94476.5,18757.89,90345.22,3.03,0.040999999999999995,4.48,2.94,20091030,3092.5,0.1,-13.61,105.65,39.24,7.01,22903
000803,*ST金宇,纺织,四川,0.0,0.98,1.28,52560.28,18774.96,6886.37,2009.93,0.16,-0.483,0.48,48.71,19980303,-11580.62,-0.91,-28.65,-85.23,-9.03,-84.45,9816
300397,天和防务,通信设备,陕西,124.69,1.03,2.4,165110.13,101703.67,17398.05,52742.46,2.2,0.055,4.86,5.64,20140910,37480.69,1.56,248.34,236.63,35.74,11.49,33398
002775,文科园林,建筑施工,深圳,131.95,1.14,2.48,237465.0,193921.27,2511.31,52628.61,2.12,0.043,5.02,4.54,20150629,48787.98,1.97,60.6,44.21,16.24,3.71,21450
000615,京汉股份,全国地产,湖北,0.0,3.54,7.8,666055.69,559265.13,48299.7,0.0,0.0,-0.027000000000000003,2.15,9.23,19961016,70757.55,0.91,18.21,-757.45,18.91,-5.63,16697
300482,万孚生物,生物制药,广东,104.04,1.06,1.76,121813.21,74959.49,23857.82,29052.58,1.65,0.2,4.98,16.68,20150630,35912.71,2.04,74.68,34.44,64.92,20.02,7313
002333,罗普斯金,铝,江苏,0.0,4.85,5.03,172422.52,64588.42,80105.5,45438.65,0.9,-0.021,3.08,5.4,20100112,49531.12,0.99,7.84,-141.04,6.93,-5.03,9408
300585,奥联电子,汽车配件,江苏,63.04,0.2,0.8,57592.63,44000.45,9522.7,20878.97,2.61,0.207,5.45,9.55,20161229,13318.13,1.66,0.0,0.0,41.72,18.8,8475
002238,天威视讯,影视音像,深圳,38.36,5.57,6.17,380865.78,176441.72,90503.86,24424.01,0.4,0.085,4.44,2.95,20080526,165583.77,2.68,-11.14,-29.11,36.85,14.25,27346
002176,江特电机,电气设备,江西,77.25,13.81,14.69,752187.63,354669.34,140825.61,172275.81,1.17,0.031,2.57,3.72,20071012,53259.23,0.36,-38.31,23.52,26.2,12.85,120934
002477,雏鹰农牧,农业综合,河南,36.94,19.65,31.35,1876244.38,1366089.25,145141.88,56868.71,0.18,0.036000000000000004,1.68,3.18,20100915,136451.06,0.44,3.25,5.82,24.33,9.62,122217
002722,金轮股份,纺织机械,江苏,47.8,0.87,1.75,233930.7,131216.48,29577.1,111009.1,6.33,0.73,9.48,3.59,20140128,33995.46,1.94,227.61,102.65,20.86,7.18,34814
300288,朗玛信息,软件服务,贵州,9.0,1.76,3.38,332345.94,201112.38,17053.31,32415.46,0.96,0.713,3.89,6.59,20120216,61225.1,1.81,211.02,1507.33,26.93,85.96,30777
002451,摩恩电气,电气设备,上海,1009.4,4.14,4.39,177271.91,63351.15,39172.5,6842.36,0.16,0.02,1.53,13.11,20100720,15007.63,0.34,-13.15,-40.25,24.28,1.74,19411
300331,苏大维格,元器件,江苏,107.87,1.3,2.26,180759.66,94273.05,30736.48,93904.46,4.15,0.052000000000000005,5.91,3.78,20120628,14362.94,0.64,92.17,158.73,29.59,6.11,24712
002656,摩登大道,服饰,广东,19.12,2.5,4.1,280689.0,153613.27,8586.28,115820.82,2.83,0.237,4.45,4.08,20120228,21450.15,0.52,17.5,1017.54,42.16,37.27,8435
002258,利尔化学,农药化肥,四川,30.38,5.24,5.24,322365.81,118042.26,136139.8,81014.02,1.54,0.111,3.99,3.38,20080708,63525.36,1.21,11.8,47.12,27.05,11.08,24787
002114,罗平锌电,铅锌,云南,258.04,2.72,3.23,233327.02,58064.96,61456.9,149544.06,4.62,0.018000000000000002,5.41,3.38,20070215,-11239.85,-0.35,198.0,124.1,17.39,2.4,47367
300459,金科娱乐,化工原料,浙江,44.22,3.97,15.81,556019.94,146955.22,29799.69,295599.5,1.87,0.067,3.21,3.7,20150515,46431.05,0.29,127.59,439.88,43.21,30.14,53300
300575,中旗股份,农药化肥,江苏,28.25,0.18,0.73,144141.63,95272.46,35296.19,47193.12,6.43,0.531,12.88,4.66,20161220,35681.4,4.86,0.0,0.0,23.16,12.06,11524
002240,威华股份,家居用品,广东,776.0,4.42,4.91,254666.17,101830.24,122648.97,96005.65,1.96,0.004,2.89,3.86,20080523,-11670.82,-0.24,22.4,105.06,9.39,0.58,43665
002459,天业通联,工程机械,河北,628.23,2.18,3.89,135322.88,93861.35,33856.65,167438.84,4.31,0.006,3.19,4.85,20100810,-85703.9,-2.2,-58.14,115.13,20.38,5.33,16384
300521,爱司凯,专用机械,广东,160.8,0.2,0.8,52305.81,43363.15,2495.41,20405.65,2.55,0.078,5.9,8.56,20160705,17449.75,2.18,0.71,6.9,50.98,17.88,12006
000818,方大化工,化工原料,辽宁,144.98,6.91,6.91,258217.47,51498.94,139508.0,125299.32,1.81,0.06,3.12,3.73,19971017,17060.42,0.25,-5.99,-28.84,13.68,2.33,45569
300545,联得装备,专用机械,深圳,235.81,0.18,0.71,70727.71,67348.75,1386.68,22061.99,3.09,0.069,6.58,9.86,20160928,15644.12,2.19,0.0,0.0,30.58,7.33,10095
000897,津滨发展,区域地产,天津,201.06,16.17,16.17,669981.06,637135.81,975.6,30965.06,0.19,0.028999999999999998,0.8,7.28,19990422,-69289.96,-0.43,20.64,125.15,37.73,5.27,121719
300249,依米康,专用机械,四川,0.0,2.78,4.4,199360.13,132393.81,16604.06,7750.99,0.18,-0.024,1.55,8.77,20110803,13439.73,0.31,-18.85,-827.91,27.45,-9.21,6470
